"Data e HoraObservação","QNH (hPa)","QFE (hPa)","QFF (hPa)","Tendência da Pressão(conforme ICA 105-16)","Alt850hpa"
"24/08/2024 - 17:00:00","1027,1","1017,6","-","-","-"
"24/08/2024 - 18:00:00","1026,8","1017,3","1026,9","7","-"
"24/08/2024 - 19:00:00","1026,7","1017,2","-","-","-"
"24/08/2024 - 20:00:00","1027,1","1017,6","-","-","-"
"24/08/2024 - 21:00:00","1027,3","1017,8","1027,5","2","-"
"24/08/2024 - 22:00:00","1027,8","1018,3","-","-","-"
"25/08/2024 - 09:00:00","1030,9","1021,4","1031,1","3","-"
"25/08/2024 - 09:44:00","1031,4","1021,9","-","-","-"
"25/08/2024 - 10:00:00","1031,5","1022,0","-","-","-"
"25/08/2024 - 11:00:00","1031,8","1022,3","-","-","-"
"25/08/2024 - 11:29:00","1032,0","1022,5","-","-","-"
"25/08/2024 - 12:00:00","1032,2","1022,7","1032,4","2","-"
"25/08/2024 - 13:00:00","1033,1","1023,6","-","-","-"
"25/08/2024 - 14:00:00","1033,3","1023,8","-","-","-"
"25/08/2024 - 15:00:00","1033,3","1023,8","1033,5","1","-"
"25/08/2024 - 16:00:00","1032,3","1022,8","-","-","-"
"25/08/2024 - 18:00:00","1030,5","1021,0","1030,7","7","-"
"25/08/2024 - 19:00:00","1030,2","1020,7","-","-","-"
"25/08/2024 - 20:00:00","1029,9","1020,4","-","-","-"
"25/08/2024 - 21:00:00","1029,8","1020,3","1030,0","7","-"
"25/08/2024 - 22:00:00","1030,1","1020,6","-","-","-"
"26/08/2024 - 09:00:00","1028,0","1018,5","1028,2","5","-"
"26/08/2024 - 10:00:00","1028,4","1018,9","-","-","-"
"26/08/2024 - 11:00:00","1029,1","1019,6","-","-","-"
"26/08/2024 - 12:00:00","1029,8","1020,3","1030,0","2","-"
"26/08/2024 - 13:00:00","1030,1","1020,6","-","-","-"
"26/08/2024 - 14:00:00","1029,7","1020,2","-","-","-"
"26/08/2024 - 15:00:00","1029,0","1019,5","1029,1","8","-"
"26/08/2024 - 16:00:00","1028,3","1018,8","-","-","-"
"26/08/2024 - 17:00:00","1027,2","1017,7","-","-","-"
"26/08/2024 - 18:00:00","1026,0","1016,5","1026,1","7","-"
"26/08/2024 - 19:00:00","1025,2","1015,7","-","-","-"
"26/08/2024 - 20:00:00","1024,7","1015,3","-","-","-"
"26/08/2024 - 21:00:00","1024,7","1015,3","1024,9","6","-"
"26/08/2024 - 22:00:00","1024,7","1015,3","-","-","-"
"27/08/2024 - 09:00:00","1026,1","1016,6","1026,2","0","-"
"27/08/2024 - 10:00:00","1026,4","1016,9","-","-","-"
"27/08/2024 - 11:00:00","1026,9","1017,4","-","-","-"
"27/08/2024 - 12:00:00","1027,6","1018,1","1027,7","2","-"
"27/08/2024 - 13:00:00","1028,0","1018,5","-","-","-"
"27/08/2024 - 14:00:00","1027,9","1018,4","-","-","-"
"27/08/2024 - 15:00:00","1027,2","1017,7","1027,2","8","-"
"27/08/2024 - 16:00:00","1026,3","1016,8","-","-","-"
"27/08/2024 - 17:00:00","1024,8","1015,4","-","-","-"
"27/08/2024 - 18:00:00","1024,1","1014,7","1024,2","7","-"
"27/08/2024 - 19:00:00","1023,5","1014,1","-","-","-"
"27/08/2024 - 20:00:00","1023,3","1013,9","-","-","-"
"27/08/2024 - 21:00:00","1023,6","1014,2","1023,7","5","-"
"27/08/2024 - 22:00:00","1023,5","1014,1","-","-","-"
"28/08/2024 - 09:00:00","1023,4","1014,0","1023,4","5","-"
"28/08/2024 - 11:00:00","1023,7","1014,3","-","-","-"
"28/08/2024 - 12:00:00","1023,6","1014,2","1023,7","1","-"
"28/08/2024 - 14:00:00","1023,5","1014,1","-","-","-"
"28/08/2024 - 15:00:00","1022,8","1013,4","1022,9","8","-"
"28/08/2024 - 16:00:00","1021,5","1012,1","-","-","-"
"28/08/2024 - 17:00:00","1020,3","1010,9","-","-","-"
"28/08/2024 - 18:00:00","1019,3","1009,9","1019,2","7","-"
"28/08/2024 - 19:00:00","1018,7","1009,3","-","-","-"
"28/08/2024 - 20:00:00","1018,5","1009,1","-","-","-"
"28/08/2024 - 22:00:00","1018,2","1008,8","-","-","-"
"29/08/2024 - 09:00:00","1019,0","1009,6","1018,9","3","-"
"29/08/2024 - 10:00:00","1019,5","1010,1","-","-","-"
"29/08/2024 - 11:00:00","1019,9","1010,5","-","-","-"
"29/08/2024 - 12:00:00","1020,2","1010,8","1020,2","2","-"
"29/08/2024 - 13:00:00","1020,4","1011,0","-","-","-"
"29/08/2024 - 15:00:00","1020,7","1011,3","1020,7","2","-"
"29/08/2024 - 16:00:00","1020,2","1010,8","-","-","-"
"29/08/2024 - 17:00:00","1019,9","1010,5","-","-","-"
"29/08/2024 - 18:00:00","1019,3","1009,9","1019,3","7","-"
"29/08/2024 - 19:00:00","1019,2","1009,8","-","-","-"
"29/08/2024 - 20:00:00","1019,1","1009,7","-","-","-"
"29/08/2024 - 21:00:00","1019,3","1009,9","1019,3","5","-"
"29/08/2024 - 22:00:00","1019,6","1010,2","-","-","-"
"30/08/2024 - 09:00:00","1017,7","1008,3","1017,6","5","-"
"30/08/2024 - 10:00:00","1017,7","1008,3","-","-","-"
"30/08/2024 - 11:00:00","1017,3","1007,9","-","-","-"
"30/08/2024 - 12:00:00","1017,0","1007,6","1016,9","8","-"
"30/08/2024 - 13:00:00","1016,3","1006,9","-","-","-"
"30/08/2024 - 14:00:00","1006,9","1006,9","-","-","-"
"30/08/2024 - 15:00:00","1015,7","1006,3","1015,6","8","-"
"30/08/2024 - 16:00:00","1015,0","1005,6","-","-","-"
"30/08/2024 - 17:00:00","1014,0","1004,7","-","-","-"
"30/08/2024 - 18:00:00","1012,7","1003,4","1012,6","3","-"
"30/08/2024 - 19:00:00","1012,7","1003,4","-","-","-"
"30/08/2024 - 20:00:00","1013,6","1004,3","-","-","-"
"30/08/2024 - 21:00:00","1013,6","1004,3","1013,6","1","-"
"31/08/2024 - 09:00:00","1013,3","1004,0","1013,2","3","-"
"31/08/2024 - 09:28:00","1014,7","1005,3","-","-","-"
"31/08/2024 - 10:00:00","1014,6","1005,2","-","-","-"
"31/08/2024 - 11:00:00","1015,6","1006,2","-","-","-"
"31/08/2024 - 12:00:00","1016,1","1006,7","1016,0","2","-"
"31/08/2024 - 13:00:00","1016,4","1007,0","-","-","-"
"31/08/2024 - 14:00:00","1016,8","1007,4","-","-","-"
"31/08/2024 - 15:00:00","1017,5","1008,1","1017,4","2","-"
"31/08/2024 - 16:00:00","1016,7","1007,3","-","-","-"
"31/08/2024 - 17:00:00","1016,1","1006,7","-","-","-"
"31/08/2024 - 18:00:00","1015,9","1006,5","1015,8","5","-"
"31/08/2024 - 19:00:00","1016,4","1007,0","-","-","-"
"31/08/2024 - 20:00:00","1016,6","1007,2","-","-","-"
"31/08/2024 - 21:00:00","1017,5","1008,1","1017,4","3","-"
"31/08/2024 - 22:00:00","1018,1","1008,7","-","-","-"
"01/09/2024 - 09:00:00","1020,1","1010,7","1020,2","3","-"
"01/09/2024 - 10:00:00","1020,6","1011,2","-","-","-"
"01/09/2024 - 11:00:00","1021,0","1011,6","-","-","-"
"01/09/2024 - 13:00:00","1021,9","1012,5","-","-","-"
"01/09/2024 - 14:00:00","1022,2","1012,8","-","-","-"
"01/09/2024 - 15:00:00","1022,3","1012,9","1022,4","1","-"
"01/09/2024 - 17:00:00","1021,3","1011,9","-","-","-"
"01/09/2024 - 18:00:00","1020,8","1011,4","1020,8","7","-"
"01/09/2024 - 19:00:00","1020,8","1011,4","-","-","-"
"01/09/2024 - 20:00:00","1020,5","1011,1","-","-","-"
"01/09/2024 - 21:00:00","1020,7","1011,3","1020,8","5","-"
"01/09/2024 - 22:00:00","1020,5","1011,1","-","-","-"
"02/09/2024 - 09:00:00","1017,6","1008,2","1017,6","5","-"
"02/09/2024 - 10:00:00","1017,5","1008,1","-","-","-"
"02/09/2024 - 11:00:00","1017,8","1008,4","-","-","-"
"02/09/2024 - 12:00:00","1018,1","1008,7","1018,1","3","-"
"02/09/2024 - 13:00:00","1017,8","1008,4","-","-","-"
"02/09/2024 - 14:00:00","1017,4","1008,0","-","-","-"
"02/09/2024 - 15:00:00","1016,7","1007,3","1016,7","7","-"
"02/09/2024 - 16:00:00","1015,3","1005,9","-","-","-"
"02/09/2024 - 17:00:00","1013,8","1004,5","-","-","-"
"02/09/2024 - 18:00:00","1012,2","1002,9","1012,2","7","-"
"02/09/2024 - 19:00:00","1010,9","1001,6","-","-","-"
"02/09/2024 - 20:00:00","1010,5","1001,2","-","-","-"
"02/09/2024 - 21:00:00","1010,3","1001,0","1010,3","7","-"
"02/09/2024 - 22:00:00","1010,1","1000,8","-","-","-"
"03/09/2024 - 09:00:00","1011,3","1002,0","1011,3","2","-"
"03/09/2024 - 10:00:00","1011,9","1002,6","-","-","-"
"03/09/2024 - 11:00:00","1013,4","1004,1","-","-","-"
"03/09/2024 - 12:00:00","1014,7","1005,3","1014,6","2","-"
"03/09/2024 - 13:00:00","1015,8","1006,4","-","-","-"
"03/09/2024 - 14:00:00","1016,1","1006,7","-","-","-"
"03/09/2024 - 15:00:00","1016,2","1006,8","1015,7","2","-"
"03/09/2024 - 16:00:00","1016,0","1006,6","-","-","-"
"03/09/2024 - 17:00:00","1014,8","1005,4","-","-","-"
"03/09/2024 - 18:00:00","1014,2","1004,9","1014,1","6","-"
"03/09/2024 - 19:00:00","1013,8","1004,5","-","-","-"
"03/09/2024 - 20:00:00","1013,9","1004,6","-","-","-"
"03/09/2024 - 21:00:00","1014,2","1004,9","1014,2","5","-"
"03/09/2024 - 22:00:00","1015,0","1005,6","-","-","-"
"04/09/2024 - 09:00:00","1013,9","1004,6","1013,8","5","-"
"04/09/2024 - 09:26:00","1015,9","1006,5","-","-","-"
"04/09/2024 - 10:00:00","1015,1","1005,7","-","-","-"
"04/09/2024 - 11:00:00","1017,1","1007,7","-","-","-"
"04/09/2024 - 12:00:00","1018,4","1009,0","1018,4","1","-"
"04/09/2024 - 13:00:00","1019,4","1010,0","-","-","-"
"04/09/2024 - 13:32:00","1019,1","1009,7","-","-","-"
"04/09/2024 - 14:00:00","1020,0","1010,6","-","-","-"
"04/09/2024 - 15:00:00","1019,1","1009,7","1019,1","0","-"
"04/09/2024 - 16:00:00","1019,5","1010,1","-","-","-"
"04/09/2024 - 17:00:00","1018,7","1009,3","-","-","-"
"04/09/2024 - 18:00:00","1018,9","1009,5","1018,9","5","-"
"04/09/2024 - 19:00:00","1019,4","1010,0","-","-","-"
"04/09/2024 - 20:00:00","1020,1","1010,7","-","-","-"
"04/09/2024 - 21:00:00","1020,6","1011,2","1020,6","2","-"
"04/09/2024 - 22:00:00","1021,7","1012,3","-","-","-"
"05/09/2024 - 09:00:00","1025,6","1016,1","1025,7","3","-"
"05/09/2024 - 10:00:00","1026,1","1016,6","-","-","-"
"05/09/2024 - 11:00:00","1026,0","1016,5","-","-","-"
"05/09/2024 - 11:48:00","1026,5","1017,0","-","-","-"
"05/09/2024 - 12:00:00","1026,4","1016,9","1026,5","3","-"
"05/09/2024 - 13:00:00","1026,7","1017,2","-","-","-"
"05/09/2024 - 14:00:00","1026,7","1017,2","-","-","-"
"05/09/2024 - 15:00:00","1026,7","1017,2","1026,7","1","-"
"05/09/2024 - 16:00:00","1025,5","1016,0","-","-","-"
"05/09/2024 - 17:00:00","1024,2","1014,8","-","-","-"
"05/09/2024 - 18:00:00","1023,0","1013,6","1023,1","7","-"
"05/09/2024 - 19:00:00","1022,2","1012,8","-","-","-"
"05/09/2024 - 20:00:00","1021,4","1012,0","-","-","-"
"05/09/2024 - 21:00:00","1020,3","1010,9","1020,4","7","-"
"05/09/2024 - 22:00:00","1019,6","1010,2","-","-","-"
"06/09/2024 - 09:00:00","1015,9","1006,5","1015,9","2","-"
"06/09/2024 - 10:00:00","1016,1","1006,7","-","-","-"
"06/09/2024 - 11:00:00","1016,5","1007,1","-","-","-"
"06/09/2024 - 12:00:00","1015,9","1006,5","1016,0","0","-"
"06/09/2024 - 13:00:00","1015,8","1006,4","-","-","-"
"06/09/2024 - 14:00:00","1015,5","1006,1","-","-","-"
"06/09/2024 - 15:00:00","1014,8","1005,4","1014,7","7","-"
"06/09/2024 - 16:00:00","1014,0","1004,7","-","-","-"
"06/09/2024 - 17:00:00","1013,1","1003,8","-","-","-"
"06/09/2024 - 18:00:00","1012,0","1002,7","1012,0","7","-"
"06/09/2024 - 19:00:00","1011,2","1001,9","-","-","-"
"06/09/2024 - 20:00:00","1010,8","1001,5","-","-","-"
"06/09/2024 - 21:00:00","1010,7","1001,4","1010,7","6","-"
"06/09/2024 - 22:00:00","1010,4","1001,1","-","-","-"
"07/09/2024 - 09:00:00","1011,8","1002,5","1011,8","5","-"
"07/09/2024 - 10:00:00","1012,4","1003,1","-","-","-"
"07/09/2024 - 11:00:00","1013,1","1003,8","-","-","-"
"07/09/2024 - 12:00:00","1013,5","1004,2","1013,5","2","-"
"07/09/2024 - 13:00:00","1013,4","1004,1","-","-","-"
"07/09/2024 - 14:00:00","1013,7","1004,4","-","-","-"
"07/09/2024 - 15:00:00","1013,5","1004,2","1013,4","0","-"
"07/09/2024 - 16:00:00","1013,3","1004,0","-","-","-"
"07/09/2024 - 17:00:00","1012,2","1002,9","-","-","-"
"07/09/2024 - 18:00:00","1011,2","1001,9","1011,1","8","-"
"07/09/2024 - 19:00:00","1010,4","1001,1","-","-","-"
"07/09/2024 - 20:00:00","1010,4","1001,1","-","-","-"
"07/09/2024 - 21:00:00","1011,0","1001,7","1011,0","3","-"
"07/09/2024 - 22:00:00","1011,9","1002,6","-","-","-"
"08/09/2024 - 09:00:00","1013,2","1003,9","1013,1","3","-"
"08/09/2024 - 10:00:00","1013,3","1004,0","-","-","-"
"08/09/2024 - 11:00:00","1013,8","1004,5","-","-","-"
"08/09/2024 - 12:00:00","1014,4","1005,0","1014,2","2","-"
"08/09/2024 - 13:00:00","1014,7","1005,3","-","-","-"
"08/09/2024 - 14:00:00","1014,5","1005,1","-","-","-"
"08/09/2024 - 15:00:00","1014,2","1004,9","1014,1","8","-"
"08/09/2024 - 16:00:00","1013,5","1004,2","-","-","-"
"08/09/2024 - 17:00:00","1013,1","1003,8","-","-","-"
"08/09/2024 - 18:00:00","1012,3","1003,0","1012,2","7","-"
"08/09/2024 - 19:00:00","1012,2","1002,9","-","-","-"
"08/09/2024 - 20:00:00","1012,5","1003,2","-","-","-"
"08/09/2024 - 21:00:00","1012,9","1003,6","1012,8","2","-"
"08/09/2024 - 22:00:00","1013,5","1004,2","-","-","-"
"09/09/2024 - 09:00:00","1011,0","1001,7","1010,9","2","-"
"09/09/2024 - 10:00:00","1011,7","1002,4","-","-","-"
"09/09/2024 - 11:00:00","1011,8","1002,5","-","-","-"
"09/09/2024 - 12:00:00","1012,2","1002,9","1012,1","2","-"
"09/09/2024 - 13:00:00","1012,0","1002,7","-","-","-"
"09/09/2024 - 14:00:00","1011,7","1002,4","-","-","-"
"09/09/2024 - 15:00:00","1009,2","999,9","1009,0","8","-"
"09/09/2024 - 16:00:00","1010,6","1001,3","-","-","-"
"09/09/2024 - 17:00:00","1010,2","1000,9","-","-","-"
"09/09/2024 - 18:00:00","1008,9","999,6","1008,7","8","-"
"09/09/2024 - 20:00:00","1009,1","999,8","-","-","-"
"09/09/2024 - 21:00:00","1009,6","1000,3","1009,5","3","-"
"09/09/2024 - 22:00:00","1009,8","1000,5","-","-","-"
"10/09/2024 - 09:00:00","1009,9","1000,6","1009,8","5","-"
"10/09/2024 - 10:00:00","1010,3","1001,0","-","-","-"
"10/09/2024 - 11:00:00","1011,0","1001,7","-","-","-"
"10/09/2024 - 12:00:00","1011,1","1001,8","-","2","-"
"10/09/2024 - 13:00:00","1010,9","1001,6","-","-","-"
"10/09/2024 - 13:23:00","1010,7","1001,4","-","-","-"
"10/09/2024 - 14:00:00","1010,4","1001,1","-","-","-"
"10/09/2024 - 15:00:00","1009,2","999,9","1009,1","7","-"
"10/09/2024 - 16:00:00","1007,9","998,6","-","-","-"
"10/09/2024 - 17:00:00","1006,4","997,1","-","-","-"
"10/09/2024 - 20:00:00","1004,2","994,9","-","-","-"
"10/09/2024 - 21:00:00","1004,1","994,8","1003,9","6","-"
"10/09/2024 - 22:00:00","1003,8","994,5","-","-","-"
"11/09/2024 - 09:00:00","1004,9","995,6","1004,7","3","-"
"11/09/2024 - 10:00:00","1005,2","995,9","-","-","-"
"11/09/2024 - 12:00:00","1007,4","998,1","1007,2","2","-"
"11/09/2024 - 13:00:00","1007,7","998,4","-","-","-"
"11/09/2024 - 14:00:00","1007,3","998,0","-","-","-"
"11/09/2024 - 15:00:00","1006,9","997,6","1006,7","8","-"
"11/09/2024 - 16:00:00","1006,7","997,4","-","-","-"
"11/09/2024 - 17:00:00","1006,9","997,6","-","-","-"
"11/09/2024 - 18:00:00","1006,9","997,6","1006,7","1","-"
"11/09/2024 - 19:00:00","1007,5","998,2","-","-","-"
"11/09/2024 - 20:00:00","1008,5","999,2","-","-","-"
"11/09/2024 - 21:00:00","1009,3","1000,0","1009,2","2","-"
"11/09/2024 - 22:00:00","1010,5","1001,2","-","-","-"
"12/09/2024 - 09:00:00","1013,0","1003,7","1013,0","3","-"
"12/09/2024 - 10:00:00","1013,2","1003,9","-","-","-"
"12/09/2024 - 11:00:00","1013,9","1004,6","-","-","-"
"12/09/2024 - 12:00:00","1011,8","1002,5","1011,8","8","-"
"12/09/2024 - 13:00:00","1012,6","1003,3","-","-","-"
"12/09/2024 - 14:00:00","1012,9","1003,6","-","-","-"
"12/09/2024 - 15:00:00","1013,1","1003,8","1013,1","2","-"
"12/09/2024 - 16:00:00","1012,4","1003,1","-","-","-"
"12/09/2024 - 17:00:00","1011,9","1002,6","-","-","-"
"12/09/2024 - 18:00:00","1011,3","1002,0","1011,3","7","-"
"12/09/2024 - 19:00:00","1011,1","1001,8","-","-","-"
"12/09/2024 - 20:00:00","1011,2","1001,9","-","-","-"
"12/09/2024 - 21:00:00","1011,5","1002,2","1011,6","5","-"
"12/09/2024 - 22:00:00","1011,6","1002,3","-","-","-"
"13/09/2024 - 09:00:00","1011,2","1001,9","1011,2","5","-"
"13/09/2024 - 10:00:00","1012,0","1002,7","-","-","-"
"13/09/2024 - 11:00:00","1012,3","1003,0","-","-","-"
"13/09/2024 - 12:00:00","1013,2","1003,9","1013,3","2","-"
"13/09/2024 - 13:00:00","1013,1","1003,8","-","-","-"
"13/09/2024 - 14:00:00","1012,8","1003,5","-","-","-"
"13/09/2024 - 15:00:00","1012,2","1002,9","1012,2","7","-"
"13/09/2024 - 16:00:00","1011,7","1002,4","-","-","-"
"13/09/2024 - 17:00:00","1011,6","1002,3","-","-","-"
"13/09/2024 - 18:00:00","1011,1","1001,8","1011,1","7","-"
"13/09/2024 - 19:00:00","1011,4","1002,1","-","-","-"
"13/09/2024 - 20:00:00","1012,2","1002,9","-","-","-"
"13/09/2024 - 21:00:00","1013,0","1003,7","1013,0","2","-"
"13/09/2024 - 22:00:00","1013,6","1004,3","-","-","-"
"14/09/2024 - 09:00:00","1017,7","1008,3","1017,6","3","-"
"14/09/2024 - 10:00:00","1018,6","1009,2","-","-","-"
"14/09/2024 - 11:00:00","1019,8","1010,4","-","-","-"
"14/09/2024 - 12:00:00","1021,9","1012,5","1021,9","2","-"
"14/09/2024 - 14:00:00","1022,8","1013,4","-","-","-"
"14/09/2024 - 15:00:00","1022,7","1013,3","1022,6","1","-"
"14/09/2024 - 16:00:00","1022,4","1013,0","-","-","-"
"14/09/2024 - 17:00:00","1021,7","1012,3","-","-","-"
"14/09/2024 - 18:00:00","1020,8","1011,4","1020,7","7","-"
"14/09/2024 - 19:00:00","1020,5","1011,1","-","-","-"
"14/09/2024 - 20:00:00","1020,6","1011,2","-","-","-"
"14/09/2024 - 21:00:00","1021,0","1011,6","1020,9","2","-"
"14/09/2024 - 22:00:00","1021,5","1012,1","-","-","-"
"15/09/2024 - 09:00:00","1022,4","1013,0","1022,4","6","-"
"15/09/2024 - 10:00:00","1023,0","1013,6","-","-","-"
"15/09/2024 - 11:00:00","1023,5","1014,1","-","-","-"
"15/09/2024 - 12:00:00","1024,0","1014,6","-","2","-"
"15/09/2024 - 13:00:00","1024,2","1014,8","-","-","-"
"15/09/2024 - 14:00:00","1023,9","1014,5","-","-","-"
"15/09/2024 - 15:00:00","1023,4","1014,0","1023,3","7","-"
"15/09/2024 - 16:00:00","1022,7","1013,3","-","-","-"
"15/09/2024 - 17:00:00","1022,1","1012,7","-","-","-"
"15/09/2024 - 18:00:00","1021,5","1012,1","1021,5","7","-"
"15/09/2024 - 19:00:00","1021,3","1011,9","-","-","-"
"15/09/2024 - 20:00:00","1021,3","1011,9","-","-","-"
"15/09/2024 - 21:00:00","1021,6","1012,2","1021,6","3","-"
"15/09/2024 - 22:00:00","1022,0","1012,6","-","-","-"
"16/09/2024 - 09:00:00","1023,7","1014,3","1023,7","3","-"
"16/09/2024 - 10:00:00","1024,5","1015,1","-","-","-"
"16/09/2024 - 11:00:00","1025,0","1015,6","-","-","-"
"16/09/2024 - 12:00:00","1025,7","1016,2","1025,6","2","-"
"16/09/2024 - 13:00:00","1025,9","1016,4","-","-","-"
"16/09/2024 - 14:00:00","1025,9","1016,4","-","-","-"
"16/09/2024 - 15:00:00","1025,7","1016,2","1025,6","0","-"
"16/09/2024 - 16:00:00","1024,7","1015,3","-","-","-"
"16/09/2024 - 17:00:00","1023,9","1014,5","-","-","-"
"16/09/2024 - 18:00:00","1022,8","1013,4","1022,7","7","-"
"16/09/2024 - 19:00:00","1022,1","1012,7","-","-","-"
"16/09/2024 - 20:00:00","1021,9","1012,5","-","-","-"
"16/09/2024 - 21:00:00","1021,9","1012,5","1021,9","6","-"
"17/09/2024 - 09:00:00","1020,5","1011,1","1020,4","5","-"
"17/09/2024 - 10:00:00","1020,7","1011,3","-","-","-"
"17/09/2024 - 11:00:00","1020,5","1011,1","-","-","-"
"17/09/2024 - 12:00:00","1020,8","1011,4","1020,7","3","-"
"17/09/2024 - 13:00:00","1020,3","1010,9","-","-","-"
"17/09/2024 - 14:00:00","1019,8","1010,4","-","-","-"
"17/09/2024 - 15:00:00","1018,7","1009,3","1018,6","7","-"
"17/09/2024 - 16:00:00","1017,9","1008,5","-","-","-"
"17/09/2024 - 18:00:00","1015,1","1005,7","1014,9","2","-"
"17/09/2024 - 19:00:00","1014,1","1004,8","-","-","-"
"17/09/2024 - 20:00:00","1013,8","1004,5","-","-","-"
"17/09/2024 - 21:00:00","1014,5","1005,1","1014,3","5","-"
"17/09/2024 - 22:00:00","1015,1","1005,7","-","-","-"
"18/09/2024 - 09:00:00","1014,9","1005,5","1014,7","5","-"
"18/09/2024 - 10:00:00","1015,1","1005,7","-","-","-"
"18/09/2024 - 11:00:00","1015,8","1006,4","-","-","-"
"18/09/2024 - 12:00:00","1015,9","1006,5","1015,7","1","-"
"18/09/2024 - 13:00:00","1015,9","1006,5","-","-","-"
"18/09/2024 - 14:00:00","1015,8","1006,4","-","-","-"
"18/09/2024 - 15:00:00","1015,2","1005,8","1014,9","7","-"
"18/09/2024 - 16:00:00","1014,0","1004,7","-","-","-"
"18/09/2024 - 17:00:00","1013,4","1004,1","-","-","-"
"18/09/2024 - 18:00:00","1011,9","1002,6","1011,7","7","-"
"18/09/2024 - 19:00:00","1011,2","1001,9","-","-","-"
"18/09/2024 - 20:00:00","1010,8","1001,5","-","-","-"
"18/09/2024 - 21:00:00","1010,2","1000,9","1010,0","7","-"
"18/09/2024 - 22:00:00","1010,2","1000,9","-","-","-"
"19/09/2024 - 09:00:00","1007,5","998,2","1007,2","6","-"
"19/09/2024 - 10:00:00","1007,7","998,4","-","-","-"
"19/09/2024 - 11:00:00","1007,5","998,2","-","-","-"
"19/09/2024 - 12:00:00","1007,6","998,3","1007,4","2","-"
"19/09/2024 - 13:00:00","1006,8","997,5","-","-","-"
"19/09/2024 - 14:00:00","1006,1","996,8","-","-","-"
"19/09/2024 - 15:00:00","1005,1","995,8","1004,8","7","-"
"19/09/2024 - 16:00:00","1004,1","994,8","-","-","-"
"19/09/2024 - 17:00:00","1002,6","993,4","-","-","-"
"19/09/2024 - 18:00:00","1001,1","991,9","1000,8","7","-"
"19/09/2024 - 19:00:00","1000,0","990,8","-","-","-"
"19/09/2024 - 19:21:00","1000,0","990,8","-","-","-"
"19/09/2024 - 20:00:00","999,7","990,5","-","-","-"
"19/09/2024 - 21:00:00","1000,0","990,8","999,7","5","-"
"19/09/2024 - 21:28:00","1001,0","991,8","-","-","-"
"19/09/2024 - 22:00:00","1001,4","992,2","-","-","-"
"20/09/2024 - 09:00:00","1006,4","997,1","1006,0","0","-"
"20/09/2024 - 10:00:00","1007,5","998,2","-","-","-"
"20/09/2024 - 11:00:00","1009,2","999,9","-","-","-"
"20/09/2024 - 12:00:00","1011,9","1002,6","1011,6","2","-"
"20/09/2024 - 13:00:00","1012,7","1003,4","-","-","-"
"20/09/2024 - 14:00:00","1013,2","1003,9","-","-","-"
"20/09/2024 - 15:00:00","1013,3","1004,0","1013,1","2","-"
"20/09/2024 - 16:00:00","1013,4","1004,1","-","-","-"
"20/09/2024 - 17:00:00","1013,2","1003,9","-","-","-"
"20/09/2024 - 18:00:00","1012,2","1002,9","1011,9","8","-"
"20/09/2024 - 19:00:00","1011,7","1002,4","-","-","-"
"20/09/2024 - 20:00:00","1011,5","1002,2","-","-","-"
"20/09/2024 - 21:00:00","1012,0","1002,7","1011,7","3","-"
"20/09/2024 - 22:00:00","1012,3","1003,0","-","-","-"
"21/09/2024 - 09:00:00","1014,2","1004,9","1014,0","3","-"
"21/09/2024 - 10:00:00","1014,7","1005,3","-","-","-"
"21/09/2024 - 11:00:00","1015,0","1005,6","-","-","-"
"21/09/2024 - 12:00:00","1015,3","1005,9","1015,1","2","-"
"21/09/2024 - 13:00:00","1014,9","1005,5","-","-","-"
"21/09/2024 - 14:00:00","1014,4","1005,0","-","-","-"
"21/09/2024 - 15:00:00","1013,2","1003,9","1013,0","7","-"
"21/09/2024 - 16:00:00","1012,3","1003,0","-","-","-"
"21/09/2024 - 17:00:00","1011,2","1001,9","-","-","-"
"21/09/2024 - 18:00:00","1009,9","1000,6","1009,7","7","-"
"21/09/2024 - 19:00:00","1009,4","1000,1","-","-","-"
"21/09/2024 - 20:00:00","1008,9","999,6","-","-","-"
"21/09/2024 - 21:00:00","1008,8","999,5","1008,5","7","-"
"21/09/2024 - 22:00:00","1008,6","999,3","-","-","-"
"22/09/2024 - 09:00:00","1006,1","996,8","1005,8","3","-"
"22/09/2024 - 10:00:00","1006,7","997,4","-","-","-"
"22/09/2024 - 11:00:00","1006,8","997,5","-","-","-"
"22/09/2024 - 12:00:00","1006,9","997,6","1006,7","2","-"
"22/09/2024 - 13:00:00","1006,6","997,3","-","-","-"
"22/09/2024 - 14:00:00","1006,1","996,8","-","-","-"
"22/09/2024 - 15:00:00","1005,2","995,9","1004,8","7","-"
"22/09/2024 - 16:00:00","1004,4","995,1","-","-","-"
"22/09/2024 - 17:00:00","1003,6","994,3","-","-","-"
"22/09/2024 - 18:00:00","1002,9","993,7","1002,6","7","-"
"22/09/2024 - 19:00:00","1002,5","993,3","-","-","-"
"22/09/2024 - 20:00:00","1002,5","993,3","-","-","-"
"22/09/2024 - 21:00:00","1002,6","993,4","1002,3","5","-"
"22/09/2024 - 22:00:00","1003,3","994,1","-","-","-"
"23/09/2024 - 09:00:00","1004,0","994,7","1003,6","0","-"
"23/09/2024 - 10:00:00","1006,3","997,0","-","-","-"
"23/09/2024 - 10:17:00","1006,2","996,9","-","-","-"
"23/09/2024 - 11:00:00","1007,4","998,1","-","-","-"
